title,location,precio,basic_features,extra_features
Piso en venta en calle Alemania,Ensanche-Diputación,390000,"['113 m² construidos, 93 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1961', 'Calefacción individual: Bomba de frío/calor', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n226 kWh/m² año', 'Emisiones: \n39 kg CO2/m² año']"
Piso en venta en avenida Salamanca,Ensanche-Diputación,210000,"['123 m² construidos, 89 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 1984', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en avenida Oscar Espla,Ensanche-Diputación,325000,"['170 m² construidos, 149 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación oeste', 'Construido en 1983', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n159 kWh/m² año', 'Emisiones: \n28 kg CO2/m² año']"
Piso en venta en avenida Maisonnave,Ensanche-Diputación,390000,"['118 m² construidos', '4 habitaciones', '2 baños', 'Plaza de garaje por 40.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Construido en 1971', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Churruca,Ensanche-Diputación,248000,"['139 m² construidos, 117 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Construido en 1988', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en avenida de la Estación,Ensanche-Diputación,245000,"['90 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Planta 1ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Italia,Ensanche-Diputación,495000,"['186 m² construidos', '5 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 4ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en avenida de la Estación,Ensanche-Diputación,269000,"['105 m² construidos, 67 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Orientación norte, este', 'Construido en 1966', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n213 kWh/m² año', 'Emisiones: \n40 kg CO2/m² año']"
Piso en venta en calle Pintor Cabrera,Ensanche-Diputación,360000,"['119 m² construidos, 105 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Construido en 1964', 'Calefacción individual: Bomba de frío/calor', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n204 kWh/m² año', 'Emisiones: \n36 kg CO2/m² año']"
Casa o chalet independiente en venta en calle Jovellanos,Pravia,380000,"['Casa o chalet independiente', '3 plantas', '428 m² construidos, 350 m² útiles', '7 habitaciones', '5 baños', 'Segunda mano/para reformar', 'No dispone de calefacción']","['Consumo: \n144,9 kWh/m² año', 'Emisiones: \n30 kg CO2/m² año']"
Ático en venta en calle Poeta Vila y Blanco,Ensanche-Diputación,775000,"['135 m² construidos, 125 m² útiles', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1976', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 31ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n999 kWh/m² año']"
Estudio en venta en calle Poeta Vila y Blanco,Ensanche-Diputación,155000,"['49 m² construidos, 48 m² útiles', 'Sin habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1976', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n999 kWh/m² año']"
Piso en venta en calle General Lacy,Ensanche-Diputación,320000,"['199 m² construidos, 154 m² útiles', '5 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Orientación este', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Ático en venta en Ensanche-Diputación,Centro,450000,"['131 m² construidos, 105 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1986', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Ático en venta en calle Arquebisbe Loaces,Ensanche-Diputación,189000,"['102 m² construidos, 90 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Orientación norte', 'Construido en 1965', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 8ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en calle Pintor Lorenzo Casanova,Ensanche-Diputación,179900,"['82 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1967', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en Ensanche-Diputación,Centro,225000,"['132 m² construidos, 117 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'No dispone de calefacción', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Consumo: \n48 kWh/m² año', 'Emisiones: \n40 kg CO2/m² año']"
Piso en venta en Ensanche-Diputación,Centro,350000,"['130 m² construidos, 125 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Entreplanta exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n999 kWh/m² año']"
Piso en venta en Reyes Católicos,Ensanche-Diputación,448000,"['158 m² construidos, 145 m² útiles', '4 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1965', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n43,42 kWh/m² año', 'Emisiones: \n43,42 kg CO2/m² año']"
Piso en venta en avenida Maisonnave,Ensanche-Diputación,360000,"['160 m² construidos, 146 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Construido en 1980', 'Calefacción individual: Bomba de frío/calor', 'Planta 1ª interior', 'Con ascensor']","['Aire acondicionado', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
Piso en venta en avenida de Ramón y Cajal,Ensanche-Diputación,599000,"['254 m² construidos, 245 m² útiles', '5 habitaciones', '4 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1979', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en avenida del Doctor Gadea,Ensanche-Diputación,1200000,"['230 m² construidos, 190 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Orientación sur', 'Calefacción central', 'Planta 19ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en calle Italia,Ensanche-Diputación,325000,"['189 m² construidos, 144 m² útiles', '5 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Orientación norte, oeste', 'Construido en 1982', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Churruca,Ensanche-Diputación,240000,"['147 m² construidos, 132 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación oeste', 'Construido en 1979', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n73 kWh/m² año', 'Emisiones: \n13 kg CO2/m² año']"
Piso en venta en calle del Pintor Aparicio,Ensanche-Diputación,270000,"['95 m² construidos, 88 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1973', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n203 kWh/m² año', 'Emisiones: \n36 kg CO2/m² año']"
Piso en venta en calle Italia,Ensanche-Diputación,495000,"['189 m² construidos', '5 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, este', 'Construido en 1982', 'Calefacción individual', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n197 kWh/m² año', 'Emisiones: \n41 kg CO2/m² año']"
Piso en venta en avenida Doctor Gadea,Ensanche-Diputación,1250000,"['191 m² construidos, 180 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Orientación sur, este', 'Construido en 1967', 'Calefacción central', 'Planta 19ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Italia,Ensanche-Diputación,230000,"['133 m² construidos, 123 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1968', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Inmueble exento']"
Piso en venta en calle Poeta Vila y Blanco,Ensanche-Diputación,265000,"['99 m² construidos, 95 m² útiles', '2 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1959', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n158 kWh/m² año', 'Emisiones: \n39 kg CO2/m² año']"
Piso en venta en calle Eusebio Sempere,Ensanche-Diputación,350000,"['173 m² construidos, 148 m² útiles', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1981', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en avenida Doctor Gadea,Ensanche-Diputación,1661000,"['260 m² construidos', '4 habitaciones', '4 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 5ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Churruca,Ensanche-Diputación,271500,"['114 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Calefacción individual: Bomba de frío/calor']",['En trámite']
Piso en venta en avenida Oscar Espla,Ensanche-Diputación,535000,"['203 m² construidos, 150 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje por 25.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Calefacción central: Gas', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en avenida Oscar Esplá,Ensanche-Diputación,325000,"['111 m² construidos, 104 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este, oeste', 'Construido en 2005', 'Calefacción central: Gas', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en calle del Arzobispo Loaces,Ensanche-Diputación,480000,"['220 m² construidos, 110 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 2021', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en calle Poeta Vila y Blanco,Ensanche-Diputación,340000,"['148 m² construidos, 125 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1978', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n119 kWh/m² año', 'Emisiones: \n20 kg CO2/m² año']"
Piso en venta en calle Italia,Ensanche-Diputación,270000,"['95 m² construidos, 85 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1973', 'Calefacción individual: Bomba de frío/calor', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n43 kWh/m² año', 'Emisiones: \n42 kg CO2/m² año']"
Piso en venta en avenida Eusebi Sempere,Ensanche-Diputación,350000,"['150 m² construidos, 132 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación sur', 'Construido en 1981', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en calle Italia,Ensanche-Diputación,230000,"['133 m² construidos, 123 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, oeste', 'Construido en 1968', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en avenida Loring,Ensanche-Diputación,390000,"['173 m² construidos, 148 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 1980', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Inmueble exento']"
Piso en venta en avenida Oscar Espla,Ensanche-Diputación,360000,"['120 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en Ensanche-Diputación,Centro,312000,"['185 m² construidos, 160 m² útiles', '5 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1976', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en Ensanche-Diputación,Centro,600000,"['148 m² construidos, 128 m² útiles', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Planta 3ª exterior']","['Aire acondicionado', 'En trámite']"
