title,location,precio,basic_features,extra_features
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,315000,"['145 m² construidos, 140 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1970', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 5ª exterior', 'Con ascensor']","['Consumo: \n43,42 kWh/m² año', 'Emisiones: \n43,42 kg CO2/m² año']"
Piso en venta en calle Díaz Moreu,Casco Histórico-Santa Cruz,279000,"['120 m² construidos, 110 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,390000,"['140 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/para reformar', 'Armarios empotrados', 'Planta 6ª exterior', 'Con ascensor']",['En trámite']
Ático en venta en avenida Juan Bautista Lafora,Casco Histórico-Santa Cruz,1400000,"['224 m² construidos, 180 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1949', 'Calefacción individual', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en san fernando,Casco Histórico-Santa Cruz,699000,"['200 m² construidos, 180 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en constitucion,Centro Tradicional,990000,"['300 m² construidos, 289 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Planta 3ª exterior', 'Con ascensor']",['En trámite']
Ático en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,360000,"['130 m² construidos, 100 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Ático en venta en calle de la Virgen del Socorro,Raval Roig-Virgen del Socorro,1690000,"['370 m² construidos, 160 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2010', 'Calefacción individual', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,595000,"['145 m² construidos, 130 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1945', 'Calefacción individual', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Ático en venta en calle María Josefa Ágreda y Muñoz,Casco Histórico-Santa Cruz,275000,"['96 m² construidos, 80 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1965', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']",['No indicado']
Piso en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,330000,"['132 m² construidos, 110 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Bendicho,Casco Histórico-Santa Cruz,275000,"['65 m² construidos, 50 m² útiles', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Ático en venta en calle María Josefa Ágreda y Muñoz,Casco Histórico-Santa Cruz,275000,"['80 m² construidos, 61 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1965', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Navíos,Casco Histórico-Santa Cruz,385000,"['120 m² construidos, 100 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 2007', 'Calefacción individual', 'Bajo exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en san fernando,Casco Histórico-Santa Cruz,395000,"['190 m² construidos, 180 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 3ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,690000,"['250 m² construidos, 227 m² útiles', '4 habitaciones', '4 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1980', 'Calefacción individual', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en calle Explanada de España,Casco Histórico-Santa Cruz,990000,"['267 m² construidos', '4 habitaciones', '4 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 2010', 'Calefacción individual: Gas natural', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Ático en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,289900,"['91 m² construidos, 61 m² útiles', '3 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1975', 'No dispone de calefacción', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 10ª exterior', 'Con ascensor']",['En trámite']
Dúplex en venta en Casco Histórico-Santa Cruz,Centro,560000,"['180 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, este', 'Construido en 2016', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en Centro Tradicional,Centro,950000,"['289 m² construidos', '4 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Construido en 2018', 'Planta 3ª', 'Con ascensor']",['Consumo:']
Piso en venta en avenida de la Constitución,Centro Tradicional,960000,"['240 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1920', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en avenida de la Constitución,Centro Tradicional,950000,"['300 m² construidos, 287 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 2022', 'No dispone de calefacción', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en calle de la Virgen del Socorro,Raval Roig-Virgen del Socorro,185000,"['115 m² construidos, 105 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, oeste', 'Construido en 1960', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",['No indicado']
Ático en venta en calle María Josefa Ágreda y Muñoz,Casco Histórico-Santa Cruz,295000,"['80 m² construidos, 79 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1965', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n999 kWh/m² año']"
Piso en venta en Centro Tradicional,Centro,260000,"['94 m² construidos, 79 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 2019', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 5ª exterior', 'Con ascensor']","['Consumo: \n124 kWh/m² año', 'Emisiones: \n21 kg CO2/m² año']"
Piso en venta en avenida explanada,Casco Histórico-Santa Cruz,990000,"['233 m² construidos', '5 habitaciones', '4 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1950', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n89 kWh/m² año', 'Emisiones: \n19 kg CO2/m² año']"
Piso en venta en calle Teodoro Cuesta,La Villa - Bazuelo,119000,"['92 m² construidos, 80 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Construido en 1994', 'Calefacción individual: Eléctrica', 'Planta 1ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Díaz Moreu,Casco Histórico-Santa Cruz,279000,"['114 m² construidos, 110 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 1970', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en rambla Mendez Nuñez,Casco Histórico-Santa Cruz,690000,"['247 m² construidos, 225 m² útiles', '4 habitaciones', '4 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1980', 'Calefacción central: Gas', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Ático en venta en Juan Bautista Lafora,Casco Histórico-Santa Cruz,1400000,"['214 m² construidos, 192 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Calefacción central', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en calle Rafael Altamira,Casco Histórico-Santa Cruz,260000,"['114 m² construidos, 78 m² útiles', '1 habitación', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1900', 'No dispone de calefacción', 'Planta 3ª exterior', 'Sin ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en zaragoza,Centro Tradicional,311000,"['152 m² construidos, 131 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 1959', 'Planta 2ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Ático en venta en calle Miguel Soler s/n,Casco Histórico-Santa Cruz,350000,"['100 m² construidos, 85 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Construido en 2008', 'Calefacción individual: Bomba de frío/calor', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n131 kWh/m² año', 'Emisiones: \n23 kg CO2/m² año']"
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,690000,"['250 m² construidos, 227 m² útiles', '4 habitaciones', '4 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1980', 'Calefacción central: Gas', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en Zaragoza,Centro Tradicional,328000,"['190 m² construidos, 150 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1959', 'Planta 2ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Ático en venta en Constitución,Centro Tradicional,750000,"['116 m² construidos, 90 m² útiles', '2 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Calefacción individual: Eléctrica', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:']"
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,440000,"['205 m² construidos, 200 m² útiles', '5 habitaciones', '3 baños', 'Segunda mano/para reformar', 'No dispone de calefacción', 'Planta 4ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en calle Ingeniero Lafarga,Casco Histórico-Santa Cruz,379000,"['91 m² construidos, 80 m² útiles', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Orientación sur, este', 'Construido en 1969', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Consumo: \n125 kWh/m² año', 'Emisiones: \n22 kg CO2/m² año']"
Piso en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,199500,"['115 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1960', 'No dispone de calefacción', 'Entreplanta interior', 'Con ascensor']",['En trámite']
Piso en venta en calle Virgen del Socorro,Raval Roig-Virgen del Socorro,117000,"['126 m² construidos, 118 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Construido en 1960', 'Calefacción individual: Eléctrica', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Bajo exterior', 'Sin ascensor']","['Aire acondicionado', 'Consumo: \n169 kWh/m² año', 'Emisiones: \n32 kg CO2/m² año']"
Ático en venta en calle María Josefa Ágreda y Muñoz,Casco Histórico-Santa Cruz,275000,"['96 m² construidos, 80 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este, oeste', 'Calefacción individual: Bomba de frío/calor', 'Solo interior de la vivienda adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en avenida Juan Bautista Lafora,Casco Histórico-Santa Cruz,600000,"['165 m² construidos, 160 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Balcón', 'Plaza de garaje por 100.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Calefacción individual: Gas natural', 'Planta 4ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en rambla Méndez Núñez,Centro Tradicional,249000,"['70 m² construidos, 60 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1966', 'Calefacción individual: Bomba de frío/calor', 'Planta 11ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n43 kWh/m² año', 'Emisiones: \n42 kg CO2/m² año']"
Chalet adosado en venta en Jovellanos,Raval Roig-Virgen del Socorro,145000,"['Chalet adosado', '2 plantas', '60 m² construidos, 50 m² útiles', '1 habitación', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Orientación sur', 'Construido en 1920', 'Calefacción individual: Bomba de frío/calor']","['Aire acondicionado', 'Consumo: \n43,42 kWh/m² año', 'Emisiones: \n43,42 kg CO2/m² año']"
Chalet pareado en venta en calle Madrid,Raval Roig-Virgen del Socorro,299000,"['Chalet pareado', '3 plantas', '105 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur']","['Aire acondicionado', 'No indicado']"
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,285000,"['110 m² construidos, 100 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Calefacción individual: Bomba de frío/calor', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Casa o chalet en venta en calle Maldonado,Casco Histórico-Santa Cruz,359900,"['Casa o chalet', '70 m² construidos', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Calefacción individual: Bomba de frío/calor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Ático en venta en calle San Telmo,Casco Histórico-Santa Cruz,349000,"['83 m² construidos, 70 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Calefacción individual: Bomba de frío/calor', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en rambla de Méndez Núñez,Centro Tradicional,419000,"['148 m² construidos, 108 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1981', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n143 kWh/m² año', 'Emisiones: \n24 kg CO2/m² año']"
Piso en venta en rambla Méndez Núñez,Casco Histórico-Santa Cruz,675000,"['300 m² construidos, 280 m² útiles', '4 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 5ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en Casco Histórico-Santa Cruz,Centro,600000,"['160 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Calefacción central', 'Planta 4ª exterior', 'Con ascensor']",['En trámite']
Ático en venta en calle Rafael Altamira s/n,Casco Histórico-Santa Cruz,355000,"['150 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Orientación sur, este', 'Planta 4ª exterior', 'Sin ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en calle Dean Zaragoza,Casco Histórico-Santa Cruz,309000,"['120 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'No dispone de calefacción', 'exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en Centro Tradicional,Centro,320000,"['107 m² construidos, 92 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Orientación norte, sur', 'Construido en 2010', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 4ª exterior', 'Con ascensor']",['No indicado']
Ático en venta en calle de la Virgen del Socorro s/n,Raval Roig-Virgen del Socorro,290000,"['61 m² construidos', '2 habitaciones', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1975', 'Planta 10ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en calle de la Virgen del Socorro,Raval Roig-Virgen del Socorro,325000,"['100 m² construidos, 95 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1975', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en calle Gravina,Casco Histórico-Santa Cruz,360000,"['105 m² construidos, 100 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1980', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Inmueble exento']"
