title,location,precio,basic_features,extra_features
Piso en venta en avenida Cardenal Francisco Álvarez,Paus,179000,"['116 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2002', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Piscina', 'En trámite']"
Piso en venta en Ensanche-Diputación,Centro,199000,"['122 m² construidos, 99 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 1994', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Chalet adosado en venta en Padre recadero de los rios,San Blas,239900,"['Chalet adosado', '195 m² construidos, 122 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 1976']",['Consumo:']
Piso en venta en avenida benito perez galdos,Ensanche-Diputación,165000,"['96 m² construidos, 85 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Orientación sur', 'Construido en 1979', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones: \n54 kg CO2/m² año']"
Piso en venta en calle Escritor Enrique Cerdan Tato,San Blas,165000,"['133 m² construidos, 110 m² útiles', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1998', 'Calefacción individual: Bomba de frío/calor', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n107 kWh/m² año', 'Emisiones: \n21 kg CO2/m² año']"
Piso en venta en calle Tuberia s/n,San Agustín,189900,"['147 m² construidos, 130 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2006', 'Bajo exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en avenida Benito Pérez Galdós,Ensanche-Diputación,280000,"['130 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje por 26.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, sur', 'Construido en 2008', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n31,5 kWh/m² año', 'Emisiones: \n5,7 kg CO2/m² año']"
Piso en venta en calle de Bono Guarner,Santo Domingo,149900,"['133 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1975', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 13ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Catedratico Ferre Vidiella,Ensanche-Diputación,180000,"['135 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación este', 'Construido en 1975', 'Calefacción individual: Bomba de frío/calor', 'Planta 1ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en avenida Benito Perez Galdos,Ensanche-Diputación,305000,"['119 m² construidos', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Construido en 2008', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Consumo: \n150 kWh/m² año', 'Emisiones: \n36 kg CO2/m² año']"
Piso en venta en calle Benasau,Santo Domingo,146000,"['106 m² construidos, 95 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1975', 'Calefacción individual: Bomba de frío/calor', 'Planta 15ª', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en avenida Ciudad de Matanzas,Paus,169900,"['150 m² construidos', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 2004', 'No dispone de calefacción', 'Solo interior de la vivienda adaptado para personas con movilidad reducida', 'Planta 5ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
Piso en venta en calle Enriqueta Ortega,Santo Domingo,175000,"['115 m² construidos, 110 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1978', 'Planta 3ª interior', 'Con ascensor']",['En trámite']
Piso en venta en calle de Bono Guarner,Santo Domingo,149900,"['130 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 1975', 'Planta 9ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Ático en venta en calle del Pintor Gisbert,Santo Domingo,140000,"['156 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Construido en 1955', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en Jaen,San Blas,99000,"['94 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'Construido en 1970', 'Calefacción individual', 'Bajo exterior', 'Sin ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
Piso en venta en Tucumán,Ensanche-Diputación,380000,"['140 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Construido en 1950', 'Calefacción individual: Bomba de frío/calor', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n43,42 kWh/m² año', 'Emisiones: \n43,42 kg CO2/m² año']"
Piso en venta en calle Teulada,Los Ángeles,104500,"['85 m² construidos, 84 m² útiles', '3 habitaciones', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Trastero', 'Orientación este, oeste', 'Planta 1ª exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Juan Ortega,Santo Domingo,143450,"['81 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2010', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Ático en venta en calle del Pintor Gisbert,Santo Domingo,146000,"['79 m² construidos, 75 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 1967', 'Planta 4ª exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en San Agustín,Los Ángeles-Tómbola-San Nicolás,82000,"['63 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Orientación sur, oeste', 'Construido en 1970', 'Calefacción individual', 'Planta 1ª exterior', 'Sin ascensor']","['Consumo: \n1 kWh/m² año', 'Emisiones: \n1 kg CO2/m² año']"
Piso en venta en avenida de los Condes de Soto Ameno,San Blas,162000,"['137 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Orientación oeste', 'Construido en 1976', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en Paus,San Blas-Pau,179000,"['137 m² construidos, 95 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2002', 'No dispone de calefacción', 'Planta 3ª exterior', 'Con ascensor']","['Piscina', 'Zonas verdes', 'Consumo: \n88 kWh/m² año', 'Emisiones: \n18 kg CO2/m² año']"
Dúplex en venta en Santo Domingo,San Blas-Pau,239000,"['123 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 1996', 'Calefacción individual: Eléctrica', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en plaza de los Luceros,Ensanche-Diputación,950000,"['333 m² construidos, 300 m² útiles', '3 habitaciones', '4 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en Ensanche-Diputación,Centro,199000,"['100 m² construidos, 81 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje por 38.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, este', 'Construido en 1996', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n286 kWh/m² año', 'Emisiones: \n51 kg CO2/m² año']"
Dúplex en venta en San Blas,San Blas-Pau,365000,"['220 m² construidos, 200 m² útiles', '5 habitaciones', '4 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 1991', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'No indicado']"
Piso en venta en Paus,San Blas-Pau,325000,"['180 m² construidos, 171 m² útiles', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Calefacción individual', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
Chalet adosado en venta en San Agustín,Los Ángeles-Tómbola-San Nicolás,244800,"['Chalet adosado', '4 plantas', '196 m² construidos, 170 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2003', 'No dispone de calefacción']","['Aire acondicionado', 'No indicado']"
Piso en venta en Ensanche-Diputación,Centro,179999,"['116 m² construidos, 100 m² útiles', '4 habitaciones', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur', 'Construido en 1950', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en Paus,San Blas-Pau,230000,"['110 m² construidos, 94 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Construido en 2007', 'No dispone de calefacción', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Juan Ortega,Santo Domingo,135000,"['143 m² construidos, 120 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1976', 'Planta 2ª exterior', 'Sin ascensor']",['Inmueble exento']
Piso en venta en calle de Narcís Monturiol,El Perelló,144900,"['81 m² construidos, 75 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1984', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Consumo: \n122 kWh/m² año', 'Emisiones: \n43 kg CO2/m² año']"
Piso en venta en avenida de la Estación,Ensanche-Diputación,179900,"['109 m² construidos, 86 m² útiles', '3 habitaciones', '1 baño', 'Terraza', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur', 'Construido en 1950', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']","['Consumo: \n161 kWh/m² año', 'Emisiones: \n33 kg CO2/m² año']"
Piso en venta en plaza del Papa Juan Pablo II,Paus,199000,"['86 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2010', 'Calefacción individual: Eléctrica', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'En trámite']"
Piso en venta en camino de Ronda,San Blas,160000,"['87 m² construidos, 80 m² útiles', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Calefacción individual', 'Bajo exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en Ensanche-Diputación,Centro,199000,"['122 m² construidos, 96 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Construido en 1994', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n286 kWh/m² año', 'Emisiones: \n51 kg CO2/m² año']"
Piso en venta en calle de Tuberia,San Agustín,86000,"['63 m² construidos, 60 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Construido en 1970', 'No dispone de calefacción', 'Planta 1ª exterior', 'Sin ascensor']",['No indicado']
Piso en venta en avenida General Marvá,Ensanche-Diputación,255000,"['130 m² construidos, 120 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1975', 'Solo interior de la vivienda adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle San Juan Bosco,Ensanche-Diputación,249000,"['148 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en avenida Salamanca,Santo Domingo,205000,"['165 m² construidos, 135 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Orientación este', 'Construido en 1966', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 8ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en calle Santa Felicitas,Santo Domingo,139800,"['93 m² construidos, 75 m² útiles', '3 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación oeste', 'Construido en 1977', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en avenida José Jornet Navarro,Paus,329900,"['165 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2009', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 9ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'En trámite']"
Ático en venta en calle Cuenca,San Blas,178000,"['97 m² construidos, 96 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'Calefacción individual: Eléctrica', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'No indicado']"
Piso en venta en calle Tuberia,San Agustín,189900,"['147 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2006', 'Bajo exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
Piso en venta en calle Benillup,Santo Domingo,131000,"['135 m² construidos, 130 m² útiles', '5 habitaciones', '2 baños', 'Terraza', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación oeste', 'Construido en 1975', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en camino de Ronda,San Blas,150000,"['87 m² construidos', '2 habitaciones', '1 baño', 'Terraza', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Planta 1ª interior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n194 kWh/m² año', 'Emisiones: \n40 kg CO2/m² año']"
Piso en venta en avenida Isla de Corfú,Paus,219000,"['115 m² construidos, 110 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación oeste', 'Construido en 2008', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
Piso en venta en avenida Salamanca,Santo Domingo,140000,"['80 m² construidos', '3 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'No dispone de calefacción', 'Entreplanta exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
Piso en venta en calle Enfermera Angelina Ceballos Quintanal,Paus,249000,"['141 m² construidos, 107 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2007', 'Calefacción individual: Gas natural', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
Piso en venta en calle Catedratico Ferre Vidiella,Ensanche-Diputación,200000,"['96 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Calefacción individual: Eléctrica', 'Planta 1ª exterior', 'Con ascensor']",['En trámite']
Piso en venta en avenida Doctor Jiménez Díaz,Paus,263000,"['167 m² construidos, 122 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, sur', 'Construido en 2007', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
